index,Cinsiyet,Yaş Grubu,Medeni Durum,Eğitim Düzeyi,İstihdam Durumu,Yıllık Ortalama Gelir,Yaşadığı Şehir,En Çok İlgilendiği Ürün Grubu,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Eğitime Devam Etme Durumu,Öbek İsmi,Yıllık Ortalama Sepete Atılan Ürün Adedi
126,Erkek,31-40,Bekar,Lise Mezunu,Kendi İşinin Sahibi,185286.245340957,Küçük Şehir,Spor Malzemeleri,4375.47488369867,11.5738377262487,Etmiyor,obek_5,115.261853886959
127,Kadın,41-50,Bekar,Yüksekokul Mezunu,Emekli,479965.071257285,Köy veya Kasaba,Ev ve Mobilya,44228.8377808225,30.0007894680312,Etmiyor,obek_6,42.0610313185687
128,Kadın,51-60,Bekar,Doktora Ötesi,Emekli,478727.441651162,Kırsal,Ev ve Mobilya,46812.4386202147,32.725271446219,Etmiyor,obek_6,43.236858657359
129,Kadın,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,737551.38733236,Büyük Şehir,Spor Malzemeleri,31145.7761904363,41.2139313313249,Etmiyor,obek_4,105.462054959993
130,Erkek,41-50,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,347209.295897597,Büyük Şehir,Elektronik ve Teknolojik Ürünler,29322.3703520266,19.3755422310967,Etmiyor,obek_7,100.792032701301
131,Kadın,>60,Evli,Doktora Ötesi,Emekli,470931.042084331,Kırsal,Kozmetik,36662.3937327071,36.1108389405921,Etmiyor,obek_6,49.9351150980731
132,Kadın,31-40,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,188460.429722768,Küçük Şehir,Kozmetik,3383.87531953583,10.8616031315123,Etmiyor,obek_5,92.7465842488735
133,Kadın,51-60,Evli,Eğitimsiz,Kendi İşinin Sahibi,353496.570871882,Kırsal,Giyim,4735.53301077646,5.54735063939153,Etmiyor,obek_1,10.0479185636025
134,Erkek,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,1129541.77701597,Büyük Şehir,Ev ve Mobilya,36251.655774654,40.3006950588183,Etmiyor,obek_4,97.4306256796366
135,Erkek,31-40,Evli,Lise Mezunu,Kendi İşinin Sahibi,209595.29058008,Küçük Şehir,Elektronik ve Teknolojik Ürünler,3220.61986626623,9.81093222147145,Etmiyor,obek_5,95.926645656245
136,Erkek,>60,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,492526.045324064,Kırsal,Giyim,39032.6453765438,33.0177266529465,Etmiyor,obek_6,44.4715834868186
137,Kadın,41-50,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,220665.209903646,Küçük Şehir,Giyim,4100.38534760459,8.60275427460606,Etmiyor,obek_5,98.4325317530891
138,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,222847.345300318,Küçük Şehir,Elektronik ve Teknolojik Ürünler,3742.00104021231,9.11297592048455,Etmiyor,obek_5,100.560272285008
139,Kadın,18-30,Bekar,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,190747.933028808,Kırsal,Ev ve Mobilya,4121.94173380636,19.8180486226814,Etmiyor,obek_2,52.0346976288506
140,Erkek,18-30,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,211988.360612582,Köy veya Kasaba,Ev ve Mobilya,8928.82096244876,54.4392901844245,Ediyor,obek_8,180.980614930796
141,Erkek,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,278072.857767657,Büyük Şehir,Kozmetik,9003.446963718,50.1406406871082,Ediyor,obek_8,131.98845477238
142,Erkek,31-40,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,243029.308246233,Küçük Şehir,Elektronik ve Teknolojik Ürünler,4107.37796447933,9.1910752425446,Etmiyor,obek_5,112.916265327034
143,Erkek,>60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,474558.813261667,Köy veya Kasaba,Spor Malzemeleri,40325.9681001448,29.3184039136322,Etmiyor,obek_6,49.954910212399
144,Kadın,31-40,Bekar,Yüksek Lisans Mezunu,İşsiz veya Düzenli Bir İşi Yok,1070183.45757064,Büyük Şehir,Ev ve Mobilya,31854.0278728774,43.8417023685341,Etmiyor,obek_4,103.890991291098
145,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,371804.614900027,Büyük Şehir,Elektronik ve Teknolojik Ürünler,26893.0511293022,22.7534577447449,Etmiyor,obek_7,99.5285495785903
146,Kadın,18-30,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,339354.458761246,Büyük Şehir,Ev ve Mobilya,6456.29197557557,15.0058421163599,Etmiyor,obek_3,18.1621410668607
147,Kadın,>60,Bekar,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,114751.938864264,Küçük Şehir,Spor Malzemeleri,4067.4435388281,28.4494571550764,Etmiyor,obek_2,38.9364115483322
148,Erkek,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,223101.716581377,Küçük Şehir,Elektronik ve Teknolojik Ürünler,9490.04197582794,51.3764530979834,Ediyor,obek_8,155.419388991314
149,Kadın,41-50,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,345926.229446324,Büyük Şehir,Giyim,29983.5044202376,24.5935735924715,Etmiyor,obek_7,98.8884067911305
150,Erkek,31-40,Evli,Ortaokul Mezunu,Kendi İşinin Sahibi,256405.649590607,Büyük Şehir,Giyim,6874.99657203622,15.7952730976675,Etmiyor,obek_3,21.9868338100247
151,Kadın,41-50,Evli,İlkokul Mezunu,Kendi İşinin Sahibi,201874.527752661,Küçük Şehir,Kozmetik,6393.48977996088,3.75931854730632,Etmiyor,obek_1,13.44917231944
152,Erkek,41-50,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,197658.552163183,Küçük Şehir,Ev ve Mobilya,7811.71255640849,13.1892157033592,Etmiyor,obek_3,23.1325189026302
153,Kadın,18-30,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,181127.774186641,Kırsal,Ev ve Mobilya,4106.74037579821,15.3146154080163,Etmiyor,obek_2,51.8094452541312
154,Erkek,31-40,Bekar,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,919711.089653567,Büyük Şehir,Spor Malzemeleri,31615.7535554405,34.3178460769113,Etmiyor,obek_4,93.3619322905602
155,Kadın,18-30,Bekar,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,189348.80205842,Büyük Şehir,Elektronik ve Teknolojik Ürünler,9025.10030873014,52.2400558271143,Ediyor,obek_8,154.036245661136
156,Kadın,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,981866.166495889,Büyük Şehir,Spor Malzemeleri,33736.0602610308,38.2311423252743,Etmiyor,obek_4,94.9354067721019
157,Kadın,51-60,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,178825.233297196,Büyük Şehir,Ev ve Mobilya,3901.30203139998,13.3741222688806,Etmiyor,obek_2,30.4914358631392
158,Erkek,31-40,Bekar,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,179804.553532984,Köy veya Kasaba,Spor Malzemeleri,4355.6221788528,11.7303265281102,Etmiyor,obek_5,111.941691173387
159,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,195893.362272366,Büyük Şehir,Elektronik ve Teknolojik Ürünler,3909.39332055162,9.41053352037379,Etmiyor,obek_7,89.478790657846
160,Erkek,31-40,Bekar,Doktora Mezunu,Kendi İşinin Sahibi,818734.162299308,Büyük Şehir,Kozmetik,40308.0937941168,39.3087233914105,Etmiyor,obek_6,94.9782470781102
161,Erkek,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,266519.085339606,Büyük Şehir,Elektronik ve Teknolojik Ürünler,8986.23864652263,59.0480845706409,Ediyor,obek_8,163.628611733539
162,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,292253.135444298,Büyük Şehir,Giyim,8535.01317792417,54.9403169017817,Ediyor,obek_6,194.097336577238
163,Kadın,41-50,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,332753.030681622,Büyük Şehir,Kozmetik,26398.9538643932,19.0489372513267,Etmiyor,obek_7,89.5940078010461
164,Kadın,>60,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,154594.623275404,Küçük Şehir,Kozmetik,5237.85588362991,3.30203933288061,Etmiyor,obek_1,10.6375079762699
165,Kadın,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,259840.464807935,Büyük Şehir,Elektronik ve Teknolojik Ürünler,9671.76326716274,48.2190204654789,Ediyor,obek_8,145.201109755073
166,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,214439.604527527,Büyük Şehir,Spor Malzemeleri,6494.23729774263,14.155966996013,Etmiyor,obek_3,17.2621159844494
167,Erkek,18-30,Bekar,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,246537.268456964,Kırsal,Giyim,6091.48754842659,1.46986220272268,Etmiyor,obek_1,7.69385055852229
168,Kadın,31-40,Bekar,Ortaokul Mezunu,Kendi İşinin Sahibi,186748.199528903,Küçük Şehir,Giyim,3788.73984586365,24.7559359439144,Etmiyor,obek_2,34.4788818786302
169,Erkek,41-50,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,251278.182343567,Köy veya Kasaba,Giyim,5023.3148825993,0,Etmiyor,obek_1,10.0694586709711
170,Kadın,41-50,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,151603.850885721,Köy veya Kasaba,Giyim,4156.16114503662,24.5398052857662,Etmiyor,obek_2,57.727686494704
171,Kadın,18-30,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,340380.89256729,Büyük Şehir,Giyim,28173.1392383217,22.5330529246141,Etmiyor,obek_7,102.978862439101
172,Erkek,>60,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,341588.37532152,Küçük Şehir,Spor Malzemeleri,25613.0316130723,19.9573919570636,Etmiyor,obek_7,99.3458216499472
173,Erkek,51-60,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,368328.341739747,Büyük Şehir,Elektronik ve Teknolojik Ürünler,7019.75413899456,13.7130243619377,Etmiyor,obek_3,20.340007536058
174,Kadın,18-30,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,190021.234766823,Küçük Şehir,Spor Malzemeleri,3834.63484933507,17.8746312229003,Etmiyor,obek_2,51.1993922082243
175,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,268380.299399964,Büyük Şehir,Elektronik ve Teknolojik Ürünler,8865.43713796011,57.5857191954928,Ediyor,obek_8,143.153970627288
176,Erkek,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,256844.713154047,Büyük Şehir,Spor Malzemeleri,8622.9875805813,53.3035424523882,Etmiyor,obek_8,83.7290434861527
177,Kadın,41-50,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,162376.651677813,Büyük Şehir,Ev ve Mobilya,4200.84849384439,26.8024030589857,Etmiyor,obek_2,45.0870920832395
178,Erkek,>60,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,199868.340684126,Köy veya Kasaba,Giyim,6114.1267323708,8.66175395876651,Etmiyor,obek_1,8.66175395876651
179,Kadın,31-40,Evli,Yüksek Lisans Mezunu,Kendi İşinin Sahibi,350939.953298012,Büyük Şehir,Giyim,30432.7290026298,16.5361922118863,Etmiyor,obek_7,106.906112826056
180,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,236335.123316773,Köy veya Kasaba,Kozmetik,9590.34089229544,55.6632069755086,Ediyor,obek_8,180.562165045316
181,Kadın,41-50,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,222935.82006464,Küçük Şehir,Giyim,4729.33388955304,6.01493801763316,Etmiyor,obek_1,9.39646492187239
182,Kadın,51-60,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,127494.604380853,Küçük Şehir,Ev ve Mobilya,4797.32026224994,6.74011059856719,Etmiyor,obek_1,11.4580317077788
183,Erkek,51-60,Bekar,Ortaokul Mezunu,Emekli,497370.53371556,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,39639.7682593909,31.8654462127434,Etmiyor,obek_6,42.4733312258791
184,Erkek,51-60,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,494757.358827792,Kırsal,Spor Malzemeleri,47177.2884859544,27.6688911441204,Etmiyor,obek_6,54.7196305908452
185,Kadın,51-60,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,177912.811476852,Kırsal,Kozmetik,4597.20662238132,21.5465420542821,Etmiyor,obek_2,51.9854991709349
186,Erkek,31-40,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,941074.573395582,Büyük Şehir,Kozmetik,38935.6791813275,41.2217707155337,Etmiyor,obek_4,111.732785538565
187,Kadın,51-60,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,162553.900213516,Köy veya Kasaba,Giyim,3984.3785651042,21.562823058128,Etmiyor,obek_2,37.6932618476304
188,Erkek,51-60,Evli,Üniversite Mezunu,Emekli,504502.69668691,Kırsal,Spor Malzemeleri,41605.4994725243,31.2479287866631,Etmiyor,obek_6,42.9891923723471
189,Erkek,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,330111.129143333,Küçük Şehir,Spor Malzemeleri,26055.7096952717,22.764065120154,Etmiyor,obek_7,91.384232701729
190,Kadın,51-60,Evli,Üniversite Mezunu,Emekli,464137.897382319,Kırsal,Giyim,43465.494169947,31.668973011422,Ediyor,obek_6,56.9768428035422
191,Erkek,41-50,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,338632.969860476,Küçük Şehir,Ev ve Mobilya,27422.5379330773,23.166119659008,Etmiyor,obek_7,123.966232577189
192,Kadın,31-40,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,354777.79055071,Büyük Şehir,Kozmetik,24008.1958630216,21.1641936532004,Etmiyor,obek_7,86.6017144608942
193,Erkek,18-30,Bekar,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,182343.588959265,Kırsal,Giyim,5634.17278728444,8.37980997618664,Etmiyor,obek_1,8.70896536979804
194,Kadın,31-40,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,159062.328178852,Kırsal,Giyim,3744.46417704977,17.18186918838,Etmiyor,obek_2,43.767520703344
195,Kadın,>60,Evli,Üniversite Mezunu,Emekli,492074.722140806,Köy veya Kasaba,Giyim,43345.1613724087,29.6632123181699,Etmiyor,obek_6,50.1813160645665
196,Kadın,41-50,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,123214.471420548,Köy veya Kasaba,Kozmetik,4119.23605626117,26.478153869561,Etmiyor,obek_2,43.8518830387137
197,Erkek,51-60,Evli,Doktora Ötesi,Kendi İşinin Sahibi,472943.550533356,Küçük Şehir,Elektronik ve Teknolojik Ürünler,42866.3557558796,29.9821144310297,Etmiyor,obek_2,49.439834126521
198,Kadın,31-40,Evli,Ortaokul Mezunu,Kendi İşinin Sahibi,273195.504307182,Küçük Şehir,Giyim,3421.37742050254,8.06301838580356,Etmiyor,obek_5,106.767132988256
199,Kadın,41-50,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,331025.388822621,Büyük Şehir,Ev ve Mobilya,30461.4027143427,18.6870000087254,Etmiyor,obek_7,78.9636028950998
200,Erkek,31-40,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,375700.195734215,Küçük Şehir,Elektronik ve Teknolojik Ürünler,6964.33653403162,14.7706186568721,Etmiyor,obek_3,17.974518632248
201,Kadın,31-40,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,179448.58685919,Büyük Şehir,Giyim,4976.89713965429,5.154000084628,Etmiyor,obek_1,9.49965208534741
202,Kadın,51-60,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,473551.120776234,Köy veya Kasaba,Ev ve Mobilya,42389.3480725816,30.3410902423342,Etmiyor,obek_6,46.0677036109776
203,Erkek,31-40,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,935416.30242248,Büyük Şehir,Ev ve Mobilya,34782.4092485418,40.056501631482,Etmiyor,obek_4,87.1222718632797
204,Kadın,>60,Evli,Yüksek Lisans Mezunu,Emekli,487446.76861522,Köy veya Kasaba,Ev ve Mobilya,33409.8647155568,26.2087621641614,Etmiyor,obek_6,61.7795287496372
205,Erkek,18-30,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,158338.913943458,Köy veya Kasaba,Ev ve Mobilya,6263.45890781466,14.8610993835662,Etmiyor,obek_3,19.2336509196305
206,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,188346.01927826,Köy veya Kasaba,Spor Malzemeleri,4492.27704295745,11.7666919877542,Etmiyor,obek_5,101.163980082183
207,Kadın,41-50,Evli,Yüksek Lisans Mezunu,Kendi İşinin Sahibi,216305.91354973,Küçük Şehir,Kozmetik,4281.54971441039,10.5937016709637,Etmiyor,obek_1,10.5937016709637
208,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,231244.677535609,Büyük Şehir,Giyim,5480.87362045843,0,Etmiyor,obek_1,8.43786389810668
209,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,231974.37044364,Küçük Şehir,Elektronik ve Teknolojik Ürünler,4066.13812372534,9.95193448654855,Etmiyor,obek_5,107.704238417579
210,Erkek,31-40,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,802284.985904017,Büyük Şehir,Kozmetik,35397.5803733139,42.7317974029251,Etmiyor,obek_4,103.272076078574
211,Erkek,31-40,Evli,Lise Mezunu,Kendi İşinin Sahibi,200919.878982902,Büyük Şehir,Kozmetik,3685.94823835913,11.4482046287222,Etmiyor,obek_5,90.5898682543063
212,Kadın,41-50,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,155449.231392978,Küçük Şehir,Giyim,4634.18936291957,0,Etmiyor,obek_1,11.3290290981221
213,Kadın,18-30,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,157567.985409396,Büyük Şehir,Giyim,3879.79887186013,25.4293741841564,Etmiyor,obek_2,51.6744611156472
214,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,180123.972817274,Köy veya Kasaba,Spor Malzemeleri,4819.30371508811,8.85822529587407,Etmiyor,obek_5,113.51164736586
215,Erkek,18-30,Evli,Lise Mezunu,Kendi İşinin Sahibi,173318.880055429,Küçük Şehir,Spor Malzemeleri,3521.88258437239,10.62542525913,Etmiyor,obek_5,96.4293294968509
216,Kadın,>60,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,375322.040837603,Büyük Şehir,Giyim,21996.9919650188,18.6334564524501,Etmiyor,obek_7,99.1696853689587
217,Erkek,41-50,Bekar,Lise Mezunu,Kendi İşinin Sahibi,187308.831572364,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,3935.7671465033,7.98565156449573,Etmiyor,obek_5,79.7851885244366
218,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,243224.6922141,Büyük Şehir,Ev ve Mobilya,9653.30522475641,50.2985037434528,Ediyor,obek_8,135.049468570026
219,Kadın,41-50,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,138538.516193848,Köy veya Kasaba,Giyim,4064.28542271862,20.8727427512159,Etmiyor,obek_2,57.0210883215367
220,Kadın,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,235605.448715259,Küçük Şehir,Giyim,4176.07906218173,11.1773923883392,Etmiyor,obek_5,114.766548025474
221,Kadın,41-50,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,367810.26238089,Büyük Şehir,Kozmetik,29775.0006949667,17.6361176718916,Etmiyor,obek_7,95.6602890289706
222,Erkek,51-60,Evli,Üniversite Mezunu,Emekli,494166.349286819,Köy veya Kasaba,Giyim,44777.6232317796,30.5347052894059,Etmiyor,obek_6,51.6686105624379
223,Erkek,51-60,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,434371.124505621,Küçük Şehir,Elektronik ve Teknolojik Ürünler,6836.14606305794,15.7585093287611,Etmiyor,obek_3,16.6720188671596
224,Kadın,18-30,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,331424.118523081,Büyük Şehir,Elektronik ve Teknolojik Ürünler,30707.9585383766,23.7725538027409,Etmiyor,obek_7,107.390396685484
225,Kadın,18-30,Evli,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,786074.634428731,Büyük Şehir,Spor Malzemeleri,31885.4027013618,38.1765559538943,Etmiyor,obek_4,90.0329706325013
226,Erkek,>60,Bekar,Yüksek Lisans Mezunu,İşsiz veya Düzenli Bir İşi Yok,232673.439751312,Küçük Şehir,Giyim,5142.64836694708,8.49809336242244,Etmiyor,obek_1,10.7908527031384
227,Kadın,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,262980.467062673,Küçük Şehir,Spor Malzemeleri,8454.73487056351,44.1684418373659,Ediyor,obek_8,106.283665238414
228,Kadın,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,247584.29313775,Küçük Şehir,Giyim,3652.96276842879,9.68913155375128,Etmiyor,obek_5,89.0780728626245
229,Erkek,>60,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,493671.680142328,Büyük Şehir,Ev ve Mobilya,6223.86440411748,13.9253200806731,Etmiyor,obek_3,21.4255791248703
230,Kadın,>60,Evli,Üniversite Mezunu,Emekli,489305.831687405,Köy veya Kasaba,Giyim,38776.4506501863,30.2290349802141,Etmiyor,obek_6,51.4314335355953
231,Kadın,>60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,176244.878883354,Kırsal,Ev ve Mobilya,3794.01117262204,26.241607511872,Etmiyor,obek_2,50.4035469060328
232,Kadın,51-60,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,128242.853269781,Küçük Şehir,Giyim,4312.01005311346,17.7076603914851,Etmiyor,obek_2,45.067060637085
233,Kadın,18-30,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,946926.441126506,Köy veya Kasaba,Spor Malzemeleri,36680.4947703993,40.8641231455068,Etmiyor,obek_4,108.755545746497
234,Kadın,>60,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,480963.898098891,Kırsal,Kozmetik,37742.9662969937,28.9770380969535,Etmiyor,obek_6,50.8181301628241
235,Erkek,41-50,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,218794.606693228,Köy veya Kasaba,Giyim,3824.30648266814,11.3436249367431,Ediyor,obek_5,89.5987995007538
236,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,915004.740186481,Büyük Şehir,Kozmetik,30914.1441387036,39.6267215771041,Etmiyor,obek_4,93.9180009231014
237,Kadın,31-40,Evli,Eğitimsiz,Kendi İşinin Sahibi,351631.224713221,Büyük Şehir,Ev ve Mobilya,6938.46587285237,14.8745893934235,Etmiyor,obek_3,25.0711858147548
238,Kadın,18-30,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,222040.646194912,Küçük Şehir,Spor Malzemeleri,7882.9974820082,52.3121317906917,Ediyor,obek_8,174.939166973036
239,Kadın,41-50,Evli,Lise Mezunu,Kendi İşinin Sahibi,373944.425935156,Kırsal,Spor Malzemeleri,6866.09675119596,13.8219669658583,Etmiyor,obek_3,22.4842066635849
240,Kadın,18-30,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,193941.713528043,Küçük Şehir,Ev ve Mobilya,5027.99917513571,31.2188121879855,Etmiyor,obek_2,57.0218904547557
241,Kadın,31-40,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,171974.724434697,Köy veya Kasaba,Ev ve Mobilya,3643.0505100279,8.9691330029437,Etmiyor,obek_2,45.281417883434
242,Erkek,31-40,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,365858.329017697,Büyük Şehir,Kozmetik,26489.6640410604,20.1778464097868,Etmiyor,obek_7,88.0084392610949
243,Erkek,>60,Evli,Üniversite Mezunu,Emekli,484540.996902817,Köy veya Kasaba,Kozmetik,42161.5096685531,27.1583501973013,Etmiyor,obek_6,58.2096398656275
244,Kadın,18-30,Bekar,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,900560.518994508,Büyük Şehir,Elektronik ve Teknolojik Ürünler,29690.021563697,41.3403878619747,Etmiyor,obek_4,76.9325742944487
245,Kadın,>60,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,169384.249311071,Kırsal,Giyim,4112.65959886182,13.3202778138989,Etmiyor,obek_2,40.8541906602841
